-34.0,-28.0,-25.0,-69.0,-81.0,-84.0,-26.0,-46.0,-66.0,-69.0
44.0,-77.0,-491.0,-358.0,87.0,20.0,114.0,299.0,-204.0,-92.0
-64.0,-91.0,92.0,-98.0,-47.0,-63.0,-9.0,-32.0,41.0,88.0
-14.0,-18.0,11.0,10.0,3.0,-2.0,-6.0,17.0,17.0,-61.0
-1.0,45.0,-95.0,266.0,46.0,-97.0,-8.0,100.0,2.0,-98.0
-52.0,-21.0,-1.0,-14.0,-13.0,-41.0,-79.0,-79.0,-43.0,-109.0
-3.0,21.0,46.0,-56.0,-54.0,5.0,5.0,-1.0,-35.0,50.0
-64.0,10.0,-9.0,-19.0,29.0,8.0,-78.0,-98.0,8.0,7.0
-26.0,45.0,61.0,7.0,-43.0,-38.0,41.0,45.0,-21.0,-13.0
273.0,41.0,4.0,-10.0,-101.0,9.0,-50.0,183.0,-30.0,-74.0
-42.0,-47.0,43.0,-53.0,98.0,16.0,-23.0,40.0,24.0,27.0
42.0,-29.0,-33.0,-8.0,-9.0,-84.0,-2.0,-25.0,-119.0,28.0
7.0,32.0,-15.0,31.0,-10.0,40.0,63.0,90.0,-22.0,47.0
-12.0,40.0,-31.0,83.0,-53.0,-5.0,-53.0,-36.0,6.0,-1.0
-42.0,-2.0,70.0,-15.0,-55.0,-31.0,18.0,11.0,63.0,29.0
0.0,-9.0,64.0,30.0,23.0,2.0,21.0,25.0,17.0,0.0
-286.0,214.0,97.0,-256.0,-376.0,830.0,-747.0,263.0,-1002.0,9.0
6.0,36.0,-80.0,-148.0,118.0,-106.0,-1.0,18.0,108.0,-40.0
-51.0,-56.0,-19.0,-5.0,-16.0,-24.0,-12.0,-24.0,-53.0,-22.0
-27.0,5.0,34.0,87.0,79.0,-77.0,102.0,68.0,-69.0,22.0
72.0,-26.0,-37.0,-89.0,-30.0,32.0,-12.0,3.0,-20.0,-35.0
14.0,20.0,28.0,-24.0,-17.0,-41.0,-43.0,22.0,-55.0,22.0
4.0,19.0,-84.0,17.0,-30.0,1.0,-16.0,10.0,3.0,26.0
-7.0,25.0,68.0,-50.0,60.0,51.0,14.0,-20.0,-65.0,-50.0
-11.0,11.0,-50.0,31.0,10.0,-10.0,-15.0,-34.0,-10.0,9.0
193.0,-27.0,-17.0,-63.0,-106.0,-23.0,-105.0,65.0,-83.0,-61.0
-1006.0,-576.0,14.0,552.0,519.0,485.0,337.0,-271.0,318.0,320.0
-80.0,10.0,-165.0,41.0,-19.0,-36.0,-141.0,-170.0,-5.0,-42.0
58.0,-8.0,-36.0,-30.0,13.0,-19.0,36.0,41.0,-26.0,43.0
99.0,-11.0,62.0,-51.0,91.0,-8.0,8.0,121.0,21.0,48.0
-40.0,-28.0,35.0,6.0,-56.0,-103.0,-73.0,0.0,-28.0,-2.0
1.0,14.0,-5.0,35.0,-40.0,34.0,-20.0,4.0,40.0,-7.0
-53.0,94.0,-31.0,-66.0,-4.0,-73.0,12.0,110.0,65.0,113.0
31.0,20.0,-20.0,17.0,-22.0,-5.0,-61.0,-2.0,-5.0,-25.0
-41.0,-12.0,29.0,19.0,-52.0,-116.0,6.0,-53.0,-110.0,-9.0
-11.0,73.0,-43.0,58.0,39.0,-5.0,-25.0,-56.0,28.0,2.0
-122.0,-113.0,-152.0,-48.0,-24.0,25.0,51.0,-114.0,-72.0,-8.0
1.0,20.0,-5.0,46.0,15.0,16.0,4.0,-7.0,-3.0,-45.0
-79.0,-58.0,-47.0,-81.0,-86.0,-105.0,-48.0,-80.0,-70.0,-57.0
251.0,90.0,-32.0,-79.0,66.0,114.0,-333.0,-178.0,91.0,72.0
-6.0,-87.0,16.0,-4.0,3.0,10.0,-4.0,48.0,-70.0,44.0
-26.0,46.0,-252.0,47.0,23.0,-7.0,-123.0,-183.0,-30.0,8.0
107.0,738.0,-103.0,-61.0,-271.0,-249.0,118.0,-42.0,-245.0,166.0
14.0,104.0,-25.0,57.0,-123.0,-229.0,-66.0,29.0,-256.0,19.0
-16.0,113.0,1.0,-50.0,20.0,-112.0,-105.0,-68.0,-252.0,-124.0
-122.0,-59.0,23.0,-51.0,-88.0,-154.0,-16.0,-70.0,-93.0,-37.0
-100.0,-35.0,101.0,80.0,2.0,-5.0,18.0,90.0,-2.0,-101.0
67.0,13.0,-108.0,70.0,-22.0,-65.0,-234.0,-9.0,-53.0,-50.0
23.0,40.0,78.0,21.0,36.0,-6.0,41.0,1.0,35.0,7.0
-34.0,-11.0,-96.0,-25.0,-116.0,-33.0,-9.0,-47.0,11.0,78.0
-136.0,14.0,100.0,-211.0,-172.0,112.0,-24.0,-168.0,135.0,-53.0
31.0,-46.0,14.0,32.0,140.0,-74.0,77.0,-15.0,107.0,-3.0
-5.0,-37.0,-142.0,-36.0,-7.0,-107.0,-36.0,-45.0,205.0,8.0
14.0,26.0,-19.0,-12.0,21.0,-53.0,22.0,44.0,-25.0,16.0
-87.0,-81.0,-17.0,-64.0,-94.0,32.0,-89.0,-71.0,-106.0,-72.0
-148.0,66.0,50.0,-223.0,119.0,-143.0,-421.0,25.0,-209.0,-23.0
83.0,1168.0,-256.0,-31.0,-220.0,182.0,-394.0,-108.0,435.0,-483.0
-8.0,6.0,-29.0,9.0,-16.0,-49.0,-29.0,-28.0,-51.0,-47.0
290.0,-118.0,148.0,-3.0,-216.0,-130.0,74.0,172.0,-99.0,550.0
1.0,56.0,-63.0,20.0,16.0,28.0,11.0,-8.0,53.0,101.0
-25.0,87.0,49.0,84.0,19.0,0.0,-55.0,83.0,-7.0,-68.0
40.0,75.0,-60.0,78.0,109.0,67.0,54.0,-26.0,97.0,2.0
-10.0,-3.0,-77.0,23.0,-28.0,-86.0,23.0,-96.0,-94.0,-67.0
-65.0,-132.0,-14.0,42.0,-101.0,27.0,-59.0,-128.0,-71.0,5.0
-44.0,-9.0,16.0,-56.0,-27.0,-5.0,38.0,-12.0,17.0,-1.0
-157.0,71.0,3.0,-113.0,-45.0,-11.0,-28.0,11.0,-54.0,4.0
124.0,65.0,13.0,12.0,-8.0,-80.0,-75.0,98.0,-127.0,-150.0
-25.0,-46.0,2.0,-11.0,-105.0,-20.0,-43.0,14.0,20.0,-56.0
42.0,38.0,-2.0,45.0,57.0,29.0,7.0,11.0,38.0,13.0
-12.0,-31.0,13.0,30.0,-46.0,-124.0,32.0,18.0,-38.0,-3.0
-53.0,-205.0,-150.0,20.0,-169.0,195.0,102.0,-86.0,32.0,-20.0
-103.0,24.0,-43.0,-64.0,-73.0,-95.0,-28.0,22.0,-63.0,-40.0
-19.0,35.0,-19.0,-29.0,55.0,1.0,-27.0,-39.0,41.0,26.0
-1.0,18.0,30.0,-64.0,84.0,-36.0,-44.0,-56.0,-38.0,-8.0
498.0,105.0,171.0,-608.0,38.0,-766.0,-81.0,-863.0,-512.0,436.0
35.0,16.0,107.0,32.0,12.0,48.0,48.0,96.0,-28.0,46.0
189.0,-23.0,-128.0,-1.0,113.0,15.0,-16.0,-16.0,40.0,-5.0
-266.0,292.0,-230.0,562.0,-26.0,-3.0,-148.0,-247.0,-1.0,-53.0
87.0,35.0,86.0,12.0,17.0,14.0,53.0,56.0,-24.0,19.0
-72.0,299.0,-213.0,144.0,-178.0,-162.0,-279.0,-178.0,-149.0,68.0
-37.0,-65.0,-51.0,-79.0,-62.0,-66.0,-89.0,-33.0,-67.0,-68.0
-12.0,-39.0,-89.0,-66.0,4.0,-81.0,-102.0,-1.0,-50.0,-94.0
90.0,-14.0,-8.0,-125.0,75.0,24.0,-63.0,20.0,-24.0,183.0
-17.0,-4.0,54.0,29.0,34.0,80.0,43.0,51.0,94.0,-20.0
93.0,-53.0,43.0,-27.0,63.0,-4.0,94.0,27.0,2.0,104.0
-82.0,-31.0,-137.0,-81.0,-56.0,-90.0,-76.0,-52.0,-104.0,-136.0
-33.0,32.0,-17.0,-2.0,11.0,-11.0,-26.0,-17.0,-31.0,-36.0
-211.0,20.0,-258.0,181.0,-71.0,186.0,133.0,231.0,213.0,-221.0
-136.0,51.0,28.0,-23.0,-181.0,102.0,31.0,-10.0,51.0,46.0
-40.0,3.0,-25.0,-19.0,11.0,-15.0,-57.0,-31.0,5.0,-43.0
-40.0,70.0,14.0,132.0,-87.0,-29.0,-25.0,-2.0,-14.0,-38.0
40.0,68.0,-18.0,40.0,42.0,-18.0,30.0,108.0,-22.0,-22.0
21.0,37.0,-17.0,15.0,3.0,-51.0,-44.0,-22.0,-17.0,6.0
-1.0,10.0,7.0,6.0,27.0,-19.0,-57.0,30.0,-7.0,-67.0
17.0,27.0,61.0,-51.0,95.0,37.0,57.0,151.0,-9.0,20.0
10.0,54.0,34.0,61.0,-14.0,11.0,36.0,1.0,33.0,68.0
-56.0,57.0,51.0,-18.0,22.0,58.0,50.0,5.0,33.0,30.0
-20.0,-61.0,215.0,-275.0,78.0,70.0,29.0,-51.0,-64.0,-83.0
-115.0,-26.0,-74.0,-60.0,240.0,204.0,6.0,41.0,130.0,-136.0
-95.0,-1.0,-32.0,-20.0,13.0,83.0,15.0,-3.0,92.0,10.0
-34.0,-9.0,26.0,7.0,-41.0,-35.0,15.0,-3.0,-32.0,-7.0
-21.0,-28.0,20.0,-44.0,20.0,-35.0,-52.0,-23.0,-106.0,-48.0
-13.0,-7.0,-17.0,-6.0,77.0,75.0,-13.0,-37.0,78.0,-18.0
-35.0,-66.0,41.0,-18.0,97.0,96.0,107.0,25.0,94.0,-55.0
42.0,-102.0,85.0,-36.0,-20.0,-60.0,40.0,129.0,-91.0,-30.0
-1111.0,481.0,-18.0,318.0,-554.0,217.0,686.0,6.0,171.0,315.0
48.0,26.0,-65.0,48.0,-26.0,-49.0,4.0,6.0,-18.0,-12.0
30.0,68.0,-6.0,-26.0,24.0,44.0,88.0,-1.0,-61.0,-33.0
155.0,29.0,-11.0,12.0,86.0,113.0,29.0,41.0,89.0,-3.0
244.0,147.0,-423.0,225.0,167.0,-100.0,-58.0,-502.0,-77.0,228.0
-215.0,-206.0,-149.0,-143.0,976.0,-133.0,-47.0,-139.0,-103.0,-186.0
14.0,32.0,-9.0,-26.0,-15.0,-9.0,-24.0,-25.0,-47.0,-52.0
-67.0,-74.0,-78.0,-72.0,-83.0,-59.0,-92.0,-77.0,-77.0,-41.0
-36.0,-11.0,36.0,-4.0,5.0,-19.0,-23.0,1.0,-27.0,-2.0
-43.0,-76.0,-10.0,-48.0,53.0,46.0,-88.0,-49.0,-4.0,-25.0
95.0,-38.0,23.0,5.0,-55.0,54.0,-18.0,-104.0,-250.0,29.0
-67.0,-79.0,-68.0,-93.0,-64.0,-130.0,-47.0,-77.0,-107.0,-78.0
-71.0,20.0,34.0,18.0,15.0,19.0,-84.0,-1.0,15.0,-13.0
317.0,332.0,744.0,-133.0,738.0,-208.0,404.0,714.0,443.0,-1194.0
0.0,-41.0,32.0,-61.0,17.0,10.0,-6.0,-8.0,9.0,20.0
92.0,-69.0,95.0,-54.0,2.0,-9.0,110.0,67.0,-25.0,6.0
52.0,56.0,5.0,22.0,41.0,47.0,13.0,25.0,34.0,43.0
80.0,-19.0,15.0,15.0,-30.0,12.0,-164.0,133.0,-10.0,67.0
-190.0,-157.0,-427.0,145.0,325.0,-394.0,-231.0,417.0,-53.0,-367.0
-62.0,-40.0,-82.0,-48.0,-106.0,-83.0,-80.0,-143.0,-98.0,-65.0
-63.0,18.0,-52.0,-40.0,-92.0,-78.0,-47.0,-65.0,-89.0,-19.0
41.0,-66.0,-9.0,-85.0,-3.0,-27.0,45.0,20.0,-34.0,33.0
-7.0,32.0,-74.0,118.0,-3.0,21.0,15.0,-67.0,-64.0,43.0
49.0,-40.0,46.0,-77.0,-43.0,-30.0,51.0,37.0,-37.0,-11.0
-16.0,4.0,61.0,-4.0,-22.0,-30.0,9.0,33.0,-46.0,-58.0
96.0,-76.0,-72.0,95.0,-53.0,-225.0,-177.0,351.0,-193.0,-221.0
21.0,10.0,-21.0,35.0,-46.0,2.0,4.0,3.0,10.0,-1.0
-28.0,82.0,44.0,40.0,-22.0,52.0,42.0,-64.0,-21.0,72.0
91.0,73.0,-64.0,29.0,49.0,-96.0,-110.0,30.0,-277.0,-138.0
-147.0,-151.0,169.0,-415.0,254.0,55.0,-299.0,221.0,-10.0,-74.0
23.0,45.0,7.0,28.0,18.0,61.0,-48.0,13.0,41.0,18.0
-7.0,-49.0,6.0,-84.0,-47.0,-49.0,54.0,50.0,5.0,-91.0
-33.0,8.0,-142.0,30.0,-41.0,-130.0,85.0,-16.0,62.0,173.0
-98.0,474.0,9.0,-560.0,-138.0,-14.0,-182.0,-68.0,49.0,-172.0
77.0,-15.0,34.0,9.0,157.0,294.0,-21.0,-76.0,379.0,-94.0
26.0,49.0,49.0,34.0,-32.0,16.0,3.0,75.0,35.0,-8.0
-33.0,-26.0,11.0,-2.0,-11.0,-40.0,-45.0,-6.0,76.0,-18.0
12.0,-1.0,-49.0,-11.0,-5.0,4.0,-15.0,-29.0,-22.0,-18.0
-276.0,291.0,-340.0,233.0,-230.0,411.0,-105.0,-144.0,458.0,-241.0
-122.0,-76.0,131.0,132.0,115.0,-62.0,50.0,-155.0,-87.0,-74.0
-59.0,11.0,-120.0,31.0,24.0,73.0,-40.0,169.0,-23.0,-48.0
-23.0,-1.0,-2.0,19.0,-29.0,11.0,15.0,37.0,-26.0,31.0
62.0,80.0,0.0,94.0,96.0,79.0,-13.0,45.0,6.0,113.0
271.0,176.0,227.0,377.0,337.0,-388.0,185.0,-271.0,-507.0,-376.0
1.0,-46.0,7.0,18.0,37.0,39.0,35.0,4.0,-2.0,-80.0
15.0,91.0,76.0,59.0,15.0,27.0,109.0,31.0,2.0,-232.0
40.0,118.0,86.0,102.0,23.0,-36.0,217.0,-64.0,-3.0,60.0
276.0,-220.0,-181.0,-520.0,197.0,-139.0,314.0,-186.0,-540.0,325.0
-195.0,-229.0,-149.0,-75.0,-328.0,-42.0,-100.0,-192.0,187.0,-233.0
4.0,-8.0,-1.0,-26.0,24.0,1.0,17.0,13.0,20.0,-77.0
-96.0,-66.0,-33.0,39.0,16.0,38.0,-58.0,-112.0,9.0,-33.0
-79.0,-71.0,-86.0,-57.0,-78.0,-88.0,36.0,-31.0,-37.0,-32.0
591.0,630.0,346.0,450.0,227.0,274.0,40.0,383.0,531.0,-141.0
93.0,20.0,-37.0,11.0,-58.0,-36.0,45.0,74.0,-34.0,-25.0
9.0,15.0,-4.0,46.0,53.0,25.0,17.0,-32.0,20.0,12.0
-64.0,-72.0,-86.0,-113.0,-80.0,-106.0,-84.0,-71.0,-85.0,-88.0
-108.0,-50.0,78.0,-65.0,-68.0,-61.0,105.0,-19.0,-66.0,-48.0
-114.0,60.0,-77.0,41.0,30.0,9.0,-13.0,-92.0,-3.0,11.0
-15.0,-25.0,24.0,33.0,-22.0,-31.0,16.0,4.0,43.0,-55.0
-180.0,156.0,-14.0,-271.0,75.0,-76.0,-18.0,151.0,-208.0,170.0
-2.0,60.0,20.0,80.0,81.0,45.0,-35.0,-52.0,27.0,44.0
10.0,-66.0,-69.0,136.0,56.0,-86.0,61.0,-68.0,-17.0,109.0
-47.0,87.0,-32.0,72.0,69.0,77.0,41.0,-62.0,101.0,25.0
9.0,12.0,-22.0,-25.0,-63.0,-86.0,-12.0,-34.0,-43.0,-26.0
-40.0,-100.0,150.0,-103.0,-216.0,-181.0,-57.0,506.0,-176.0,-119.0
27.0,12.0,-96.0,12.0,-14.0,-24.0,-36.0,-3.0,-33.0,18.0
86.0,-105.0,-4.0,-32.0,48.0,2.0,56.0,33.0,-1.0,7.0
-99.0,0.0,-105.0,-38.0,-10.0,43.0,-23.0,181.0,20.0,-78.0
49.0,7.0,72.0,97.0,71.0,57.0,-20.0,-77.0,24.0,22.0
-147.0,-264.0,-90.0,-193.0,485.0,100.0,544.0,1035.0,-1134.0,-667.0
74.0,55.0,-161.0,22.0,-53.0,-31.0,63.0,-72.0,-28.0,-21.0
16.0,57.0,41.0,51.0,22.0,21.0,14.0,68.0,72.0,-41.0
235.0,447.0,-275.0,-483.0,-141.0,284.0,-196.0,-93.0,431.0,382.0
48.0,19.0,-35.0,-63.0,104.0,-93.0,-32.0,-202.0,-26.0,25.0
-23.0,5.0,-34.0,-22.0,-25.0,-26.0,-63.0,-50.0,-2.0,-58.0
-90.0,10.0,-18.0,-32.0,-29.0,13.0,-7.0,36.0,1.0,-10.0
-33.0,91.0,-11.0,103.0,-35.0,20.0,18.0,-61.0,20.0,47.0
-153.0,-467.0,440.0,278.0,-1145.0,656.0,-1099.0,455.0,-33.0,336.0
-24.0,-18.0,62.0,60.0,-101.0,-44.0,44.0,-19.0,10.0,33.0
-137.0,-127.0,167.0,-111.0,309.0,287.0,51.0,-272.0,177.0,113.0
36.0,40.0,52.0,-49.0,-13.0,8.0,12.0,68.0,34.0,85.0
9.0,-29.0,-7.0,-8.0,-39.0,-58.0,-6.0,2.0,-79.0,45.0
116.0,60.0,99.0,43.0,65.0,22.0,40.0,88.0,28.0,157.0
8.0,-12.0,-79.0,-130.0,11.0,-98.0,-27.0,-112.0,-58.0,-69.0
61.0,46.0,12.0,62.0,-10.0,-15.0,-29.0,-15.0,-22.0,25.0
18.0,37.0,39.0,36.0,0.0,-14.0,10.0,-50.0,-41.0,-12.0
-38.0,39.0,-53.0,22.0,34.0,-10.0,-45.0,-40.0,0.0,-39.0
19.0,5.0,53.0,3.0,22.0,28.0,-23.0,-18.0,-35.0,-51.0
437.0,-191.0,241.0,104.0,-124.0,185.0,-203.0,-177.0,490.0,-251.0
-81.0,-48.0,-44.0,-89.0,-80.0,-91.0,-120.0,-100.0,-37.0,-79.0
394.0,88.0,-59.0,-155.0,-110.0,283.0,-161.0,-126.0,287.0,488.0
8.0,-13.0,81.0,-3.0,-363.0,416.0,-258.0,78.0,332.0,178.0
202.0,-548.0,89.0,176.0,125.0,266.0,-637.0,77.0,-109.0,-465.0
-61.0,-77.0,-54.0,-55.0,-53.0,-83.0,-81.0,-54.0,-81.0,-87.0
66.0,144.0,-43.0,-61.0,-47.0,-15.0,64.0,18.0,8.0,-14.0
7.0,-34.0,40.0,64.0,87.0,-21.0,41.0,-31.0,-94.0,-87.0
-230.0,-97.0,73.0,150.0,-220.0,111.0,118.0,-23.0,46.0,338.0
79.0,70.0,15.0,73.0,39.0,19.0,33.0,46.0,35.0,89.0
-45.0,-60.0,-23.0,-36.0,-50.0,-128.0,-17.0,-13.0,33.0,-48.0
135.0,752.0,800.0,482.0,296.0,-750.0,232.0,698.0,-648.0,498.0
65.0,30.0,30.0,-93.0,-29.0,-17.0,119.0,5.0,-1.0,62.0
-87.0,16.0,-67.0,-86.0,-32.0,-105.0,-50.0,18.0,-22.0,-43.0
-25.0,-29.0,23.0,-24.0,50.0,-26.0,2.0,42.0,-23.0,-10.0
-40.0,-43.0,-26.0,-8.0,6.0,34.0,-28.0,7.0,25.0,-7.0
71.0,-10.0,65.0,12.0,-25.0,-12.0,19.0,79.0,-10.0,65.0
-12.0,-25.0,-7.0,23.0,-28.0,-36.0,18.0,-41.0,-30.0,18.0
-60.0,-1.0,-100.0,30.0,-17.0,19.0,-79.0,-13.0,16.0,-7.0
54.0,15.0,31.0,-54.0,11.0,-26.0,-54.0,29.0,0.0,10.0
-4.0,-44.0,-95.0,-23.0,-88.0,-60.0,67.0,-38.0,-11.0,-171.0
-53.0,6.0,-12.0,-24.0,-5.0,-79.0,-40.0,-17.0,-28.0,-51.0
-32.0,-36.0,12.0,-9.0,-18.0,2.0,86.0,85.0,-20.0,-50.0
23.0,-54.0,-7.0,44.0,27.0,46.0,18.0,35.0,24.0,54.0
-38.0,-70.0,-61.0,-16.0,36.0,36.0,-32.0,-50.0,43.0,-35.0
2.0,194.0,58.0,-107.0,42.0,36.0,-159.0,11.0,16.0,-180.0
3.0,-50.0,-21.0,-26.0,46.0,89.0,-178.0,-89.0,76.0,88.0
-114.0,-52.0,-124.0,-84.0,-79.0,-66.0,-70.0,-46.0,-114.0,-30.0
-98.0,-69.0,-11.0,-13.0,-29.0,-124.0,-38.0,-129.0,-59.0,-64.0
259.0,189.0,271.0,406.0,523.0,848.0,-25.0,384.0,946.0,176.0
-35.0,-93.0,-33.0,-90.0,-23.0,46.0,-19.0,-50.0,44.0,-53.0
0.0,-27.0,-40.0,-1.0,5.0,-43.0,-17.0,-15.0,-76.0,-26.0
-204.0,204.0,-274.0,185.0,-409.0,-309.0,262.0,-317.0,-427.0,-163.0
20.0,-11.0,41.0,-9.0,-41.0,-26.0,3.0,2.0,-28.0,26.0
62.0,-165.0,74.0,-80.0,-84.0,-98.0,35.0,39.0,-106.0,-17.0
14.0,24.0,-66.0,-26.0,30.0,25.0,-27.0,-31.0,30.0,-79.0
-1.0,53.0,34.0,10.0,-50.0,-77.0,11.0,43.0,-48.0,34.0
80.0,57.0,-18.0,75.0,26.0,76.0,28.0,-30.0,-10.0,16.0
-175.0,339.0,-20.0,-141.0,32.0,-41.0,73.0,162.0,-31.0,132.0
-4.0,-47.0,-107.0,-86.0,-74.0,-38.0,-85.0,-41.0,-127.0,-65.0
-83.0,23.0,175.0,60.0,-13.0,20.0,201.0,133.0,19.0,-113.0
-58.0,-16.0,-63.0,-22.0,83.0,45.0,43.0,-31.0,119.0,-12.0
4.0,0.0,-26.0,-28.0,-25.0,-28.0,-13.0,-32.0,0.0,23.0
-144.0,175.0,-38.0,-3.0,193.0,257.0,308.0,-7.0,222.0,-48.0
46.0,31.0,38.0,39.0,-10.0,71.0,-40.0,-54.0,4.0,4.0
71.0,-974.0,-1862.0,-185.0,66.0,449.0,196.0,388.0,-446.0,568.0
-68.0,133.0,28.0,-16.0,6.0,56.0,-22.0,-40.0,81.0,33.0
35.0,89.0,40.0,139.0,80.0,55.0,70.0,55.0,53.0,51.0
29.0,19.0,-4.0,20.0,-95.0,48.0,-31.0,-17.0,-23.0,-31.0
-59.0,-32.0,24.0,-47.0,-24.0,-1.0,-5.0,-35.0,-50.0,-40.0
-148.0,26.0,-61.0,-19.0,-43.0,2.0,7.0,-124.0,34.0,-16.0
87.0,-18.0,32.0,104.0,-11.0,3.0,-69.0,-5.0,-19.0,20.0
-35.0,-207.0,190.0,-178.0,256.0,516.0,-185.0,-79.0,-32.0,6.0
86.0,54.0,-17.0,10.0,19.0,24.0,-1.0,20.0,43.0,1.0
3.0,-43.0,31.0,-1.0,-45.0,-49.0,63.0,63.0,-52.0,18.0
-20.0,-98.0,72.0,-106.0,-14.0,84.0,-91.0,-75.0,71.0,126.0
458.0,-201.0,637.0,-49.0,323.0,-155.0,-526.0,65.0,-39.0,571.0
-84.0,-350.0,-221.0,-145.0,-12.0,110.0,-8.0,-361.0,114.0,296.0
22.0,2.0,-29.0,-5.0,-31.0,14.0,39.0,-19.0,8.0,-54.0
103.0,23.0,-4.0,-23.0,-4.0,-21.0,-9.0,47.0,-3.0,-7.0
14.0,-5.0,-122.0,12.0,-63.0,24.0,-91.0,-35.0,41.0,25.0
-129.0,-37.0,-94.0,-121.0,93.0,82.0,108.0,94.0,83.0,88.0
-175.0,110.0,-89.0,19.0,-59.0,-65.0,-68.0,-26.0,-236.0,-71.0
32.0,21.0,-16.0,3.0,152.0,30.0,30.0,74.0,77.0,-23.0
17.0,32.0,-118.0,27.0,118.0,130.0,-135.0,-17.0,109.0,-92.0
-55.0,-81.0,-36.0,-61.0,-29.0,-136.0,-158.0,20.0,-67.0,-39.0
16.0,19.0,-12.0,13.0,53.0,-28.0,57.0,1.0,46.0,-47.0
94.0,56.0,-105.0,24.0,-68.0,-31.0,72.0,-39.0,-28.0,-109.0
-22.0,-80.0,-20.0,16.0,-32.0,-57.0,20.0,27.0,-32.0,49.0
65.0,22.0,93.0,-32.0,111.0,121.0,70.0,-132.0,40.0,26.0
-60.0,-88.0,-71.0,-84.0,-80.0,-122.0,-74.0,-62.0,-73.0,-105.0
7.0,114.0,32.0,54.0,-197.0,-8.0,-80.0,43.0,33.0,64.0
70.0,-38.0,44.0,-68.0,-15.0,-55.0,81.0,139.0,-96.0,28.0
39.0,58.0,151.0,70.0,-14.0,-55.0,102.0,107.0,-83.0,64.0
-35.0,-13.0,48.0,-49.0,-1.0,-20.0,-24.0,4.0,-35.0,-1.0
34.0,3.0,67.0,89.0,-17.0,88.0,7.0,-48.0,57.0,18.0
40.0,45.0,-76.0,33.0,24.0,23.0,-11.0,-10.0,8.0,6.0
-115.0,-101.0,181.0,-110.0,-335.0,-121.0,-206.0,-12.0,348.0,-217.0
-16.0,-49.0,-107.0,-33.0,-37.0,-51.0,-29.0,31.0,-167.0,-93.0
-22.0,67.0,-95.0,-76.0,55.0,-97.0,-66.0,35.0,-147.0,65.0
-171.0,-5.0,-73.0,-3.0,32.0,3.0,36.0,-22.0,-39.0,-9.0
-29.0,-19.0,28.0,-20.0,-10.0,-22.0,11.0,2.0,-4.0,12.0
-19.0,0.0,-15.0,-2.0,5.0,-27.0,-12.0,-30.0,-13.0,14.0
-9.0,-3.0,-95.0,-6.0,11.0,-6.0,-22.0,-104.0,-14.0,-18.0
-201.0,-157.0,-102.0,-236.0,533.0,-107.0,459.0,-238.0,-2.0,503.0
466.0,-147.0,-46.0,-187.0,-136.0,-99.0,-61.0,-158.0,-70.0,-80.0
81.0,53.0,37.0,56.0,-38.0,-42.0,-23.0,68.0,-4.0,55.0
19.0,66.0,-8.0,29.0,16.0,14.0,59.0,-57.0,16.0,-45.0
