-41.0,-12.0,29.0,19.0,-52.0,-116.0,6.0,-53.0,-110.0,-9.0,-12.0,-102.0,3.0,-100.0,-25.0,5.0,-26.0,-52.0,-76.0,-18.0,-60.0,49.0,-1.0,-12.0,-42.0
-11.0,73.0,-43.0,58.0,39.0,-5.0,-25.0,-56.0,28.0,2.0,69.0,16.0,-25.0,36.0,38.0,-24.0,1.0,-24.0,44.0,92.0,92.0,-16.0,69.0,-2.0,18.0
-122.0,-113.0,-152.0,-48.0,-24.0,25.0,51.0,-114.0,-72.0,-8.0,5.0,-81.0,-116.0,-85.0,-166.0,-71.0,-39.0,-48.0,21.0,-74.0,-25.0,-106.0,-170.0,34.0,-33.0
1.0,20.0,-5.0,46.0,15.0,16.0,4.0,-7.0,-3.0,-45.0,-31.0,-6.0,19.0,21.0,-17.0,12.0,-57.0,4.0,-18.0,-36.0,-3.0,1.0,60.0,-33.0,-48.0
-79.0,-58.0,-47.0,-81.0,-86.0,-105.0,-48.0,-80.0,-70.0,-57.0,-61.0,-51.0,-107.0,-89.0,-80.0,-86.0,-32.0,-78.0,-51.0,-39.0,-62.0,-89.0,-46.0,-64.0,-50.0
251.0,90.0,-32.0,-79.0,66.0,114.0,-333.0,-178.0,91.0,72.0,-99.0,-284.0,-168.0,82.0,82.0,-271.0,46.0,171.0,-35.0,123.0,74.0,-40.0,38.0,261.0,36.0
-6.0,-87.0,16.0,-4.0,3.0,10.0,-4.0,48.0,-70.0,44.0,7.0,-92.0,39.0,-81.0,-66.0,45.0,45.0,3.0,32.0,-28.0,-41.0,-19.0,-31.0,-14.0,53.0
-26.0,46.0,-252.0,47.0,23.0,-7.0,-123.0,-183.0,-30.0,8.0,65.0,-84.0,-187.0,-35.0,15.0,-174.0,18.0,-214.0,-22.0,-52.0,-48.0,-32.0,40.0,-270.0,47.0
107.0,738.0,-103.0,-61.0,-271.0,-249.0,118.0,-42.0,-245.0,166.0,-87.0,-206.0,359.0,-261.0,-239.0,583.0,136.0,78.0,269.0,-174.0,-145.0,74.0,121.0,-133.0,207.0
14.0,104.0,-25.0,57.0,-123.0,-229.0,-66.0,29.0,-256.0,19.0,-1.0,-15.0,-81.0,-279.0,61.0,-79.0,5.0,48.0,-18.0,-4.0,-48.0,-61.0,107.0,-66.0,-15.0
-16.0,113.0,1.0,-50.0,20.0,-112.0,-105.0,-68.0,-252.0,-124.0,-100.0,-186.0,23.0,-138.0,64.0,-6.0,-54.0,-54.0,23.0,-191.0,-26.0,-37.0,47.0,-86.0,46.0
-122.0,-59.0,23.0,-51.0,-88.0,-154.0,-16.0,-70.0,-93.0,-37.0,-95.0,-188.0,57.0,-81.0,-64.0,46.0,-22.0,-84.0,-32.0,-18.0,-33.0,-45.0,-15.0,-115.0,-91.0
-100.0,-35.0,101.0,80.0,2.0,-5.0,18.0,90.0,-2.0,-101.0,-24.0,-64.0,-32.0,72.0,-17.0,-6.0,0.0,-77.0,-77.0,-25.0,55.0,60.0,-2.0,-27.0,43.0
67.0,13.0,-108.0,70.0,-22.0,-65.0,-234.0,-9.0,-53.0,-50.0,13.0,-10.0,-190.0,-19.0,8.0,-227.0,5.0,-54.0,34.0,-59.0,24.0,69.0,-5.0,-5.0,166.0
23.0,40.0,78.0,21.0,36.0,-6.0,41.0,1.0,35.0,7.0,19.0,25.0,65.0,23.0,33.0,60.0,11.0,25.0,14.0,8.0,17.0,41.0,26.0,27.0,23.0
-34.0,-11.0,-96.0,-25.0,-116.0,-33.0,-9.0,-47.0,11.0,78.0,-21.0,41.0,8.0,29.0,9.0,9.0,73.0,-15.0,34.0,76.0,95.0,-72.0,-21.0,-51.0,64.0
-136.0,14.0,100.0,-211.0,-172.0,112.0,-24.0,-168.0,135.0,-53.0,-133.0,31.0,242.0,-14.0,-35.0,208.0,-37.0,14.0,-69.0,-18.0,-238.0,62.0,-100.0,-115.0,-38.0
31.0,-46.0,14.0,32.0,140.0,-74.0,77.0,-15.0,107.0,-3.0,-7.0,20.0,38.0,59.0,-17.0,58.0,-1.0,52.0,6.0,-54.0,-53.0,142.0,-18.0,7.0,29.0
-5.0,-37.0,-142.0,-36.0,-7.0,-107.0,-36.0,-45.0,205.0,8.0,-89.0,-73.0,-117.0,115.0,48.0,-109.0,-1.0,-12.0,-121.0,-64.0,2.0,-82.0,4.0,7.0,-88.0
14.0,26.0,-19.0,-12.0,21.0,-53.0,22.0,44.0,-25.0,16.0,-47.0,41.0,-37.0,-21.0,0.0,-20.0,56.0,19.0,30.0,-36.0,-6.0,72.0,-22.0,46.0,64.0
-87.0,-81.0,-17.0,-64.0,-94.0,32.0,-89.0,-71.0,-106.0,-72.0,-217.0,-81.0,-136.0,-135.0,45.0,-128.0,-57.0,-152.0,-30.0,-79.0,-83.0,-37.0,-14.0,-36.0,-89.0
-148.0,66.0,50.0,-223.0,119.0,-143.0,-421.0,25.0,-209.0,-23.0,-281.0,107.0,157.0,-257.0,-116.0,-59.0,8.0,-98.0,138.0,69.0,67.0,-133.0,20.0,143.0,67.0
83.0,1168.0,-256.0,-31.0,-220.0,182.0,-394.0,-108.0,435.0,-483.0,-168.0,-99.0,31.0,451.0,-44.0,105.0,-230.0,287.0,-218.0,874.0,140.0,-145.0,287.0,437.0,-310.0
-8.0,6.0,-29.0,9.0,-16.0,-49.0,-29.0,-28.0,-51.0,-47.0,1.0,-41.0,-16.0,-29.0,-19.0,-20.0,-47.0,-15.0,-42.0,-41.0,-55.0,-26.0,4.0,-11.0,-50.0
290.0,-118.0,148.0,-3.0,-216.0,-130.0,74.0,172.0,-99.0,550.0,10.0,361.0,18.0,-64.0,11.0,24.0,377.0,314.0,229.0,120.0,27.0,48.0,-64.0,114.0,74.0
1.0,56.0,-63.0,20.0,16.0,28.0,11.0,-8.0,53.0,101.0,55.0,80.0,-49.0,-35.0,40.0,-51.0,91.0,-12.0,5.0,38.0,12.0,24.0,50.0,-70.0,79.0
-25.0,87.0,49.0,84.0,19.0,0.0,-55.0,83.0,-7.0,-68.0,-54.0,-154.0,3.0,-16.0,-565.0,-6.0,-193.0,30.0,-252.0,116.0,-292.0,-532.0,101.0,57.0,-488.0
40.0,75.0,-60.0,78.0,109.0,67.0,54.0,-26.0,97.0,2.0,62.0,32.0,-12.0,83.0,105.0,0.0,18.0,31.0,96.0,94.0,117.0,82.0,99.0,34.0,37.0
-10.0,-3.0,-77.0,23.0,-28.0,-86.0,23.0,-96.0,-94.0,-67.0,18.0,-34.0,-5.0,-113.0,-67.0,2.0,-49.0,-43.0,-20.0,-30.0,-24.0,9.0,9.0,6.0,-37.0
-65.0,-132.0,-14.0,42.0,-101.0,27.0,-59.0,-128.0,-71.0,5.0,-3.0,-9.0,27.0,-118.0,-101.0,30.0,-112.0,21.0,-68.0,50.0,-53.0,-83.0,-63.0,-76.0,-183.0
-44.0,-9.0,16.0,-56.0,-27.0,-5.0,38.0,-12.0,17.0,-1.0,-70.0,-1.0,36.0,-2.0,48.0,33.0,3.0,3.0,2.0,7.0,40.0,-8.0,-10.0,25.0,-11.0
-157.0,71.0,3.0,-113.0,-45.0,-11.0,-28.0,11.0,-54.0,4.0,-62.0,-2.0,-91.0,-93.0,-36.0,-57.0,32.0,-84.0,-161.0,-45.0,-97.0,-64.0,-19.0,68.0,-4.0
124.0,65.0,13.0,12.0,-8.0,-80.0,-75.0,98.0,-127.0,-150.0,10.0,-57.0,-47.0,-123.0,-5.0,-80.0,-95.0,135.0,-127.0,60.0,61.0,-18.0,36.0,-26.0,-71.0
-25.0,-46.0,2.0,-11.0,-105.0,-20.0,-43.0,14.0,20.0,-56.0,10.0,-10.0,26.0,-8.0,9.0,19.0,-1.0,11.0,6.0,53.0,-61.0,7.0,-66.0,-5.0,-3.0
42.0,38.0,-2.0,45.0,57.0,29.0,7.0,11.0,38.0,13.0,52.0,15.0,15.0,52.0,7.0,17.0,-2.0,31.0,-24.0,-5.0,24.0,16.0,29.0,26.0,-15.0
-12.0,-31.0,13.0,30.0,-46.0,-124.0,32.0,18.0,-38.0,-3.0,35.0,-24.0,15.0,-44.0,-31.0,19.0,-11.0,-20.0,19.0,-15.0,31.0,48.0,-9.0,11.0,6.0
-53.0,-205.0,-150.0,20.0,-169.0,195.0,102.0,-86.0,32.0,-20.0,50.0,64.0,-20.0,-72.0,-86.0,-4.0,17.0,24.0,-7.0,66.0,28.0,17.0,-190.0,-104.0,112.0
-103.0,24.0,-43.0,-64.0,-73.0,-95.0,-28.0,22.0,-63.0,-40.0,5.0,-59.0,-60.0,-21.0,-77.0,-39.0,-55.0,-71.0,-70.0,-2.0,-20.0,-129.0,-17.0,49.0,-49.0
-19.0,35.0,-19.0,-29.0,55.0,1.0,-27.0,-39.0,41.0,26.0,45.0,-17.0,-64.0,32.0,52.0,-81.0,79.0,-49.0,-2.0,-106.0,-30.0,19.0,27.0,-31.0,67.0
-1.0,18.0,30.0,-64.0,84.0,-36.0,-44.0,-56.0,-38.0,-8.0,-81.0,-53.0,-34.0,6.0,33.0,-53.0,30.0,24.0,-54.0,-30.0,26.0,-36.0,-47.0,-25.0,43.0
498.0,105.0,171.0,-608.0,38.0,-766.0,-81.0,-863.0,-512.0,436.0,-842.0,-10.0,-591.0,169.0,-763.0,-445.0,770.0,840.0,-965.0,166.0,302.0,326.0,-114.0,342.0,356.0
35.0,16.0,107.0,32.0,12.0,48.0,48.0,96.0,-28.0,46.0,54.0,55.0,37.0,-29.0,25.0,7.0,48.0,58.0,38.0,87.0,43.0,61.0,6.0,59.0,36.0
189.0,-23.0,-128.0,-1.0,113.0,15.0,-16.0,-16.0,40.0,-5.0,-79.0,90.0,10.0,56.0,-11.0,-10.0,67.0,17.0,-146.0,-107.0,-14.0,6.0,42.0,-22.0,37.0
-266.0,292.0,-230.0,562.0,-26.0,-3.0,-148.0,-247.0,-1.0,-53.0,230.0,-212.0,-186.0,17.0,-50.0,-181.0,-67.0,-271.0,-169.0,-60.0,-9.0,-117.0,411.0,-158.0,-112.0
87.0,35.0,86.0,12.0,17.0,14.0,53.0,56.0,-24.0,19.0,4.0,11.0,47.0,-2.0,-76.0,37.0,-1.0,5.0,47.0,-14.0,-18.0,48.0,45.0,55.0,13.0
-72.0,299.0,-213.0,144.0,-178.0,-162.0,-279.0,-178.0,-149.0,68.0,518.0,47.0,-282.0,-134.0,-8.0,-292.0,97.0,-120.0,102.0,200.0,372.0,-19.0,252.0,-253.0,141.0
-37.0,-65.0,-51.0,-79.0,-62.0,-66.0,-89.0,-33.0,-67.0,-68.0,-69.0,-53.0,-91.0,-69.0,-74.0,-92.0,-69.0,-51.0,-78.0,-89.0,-86.0,-64.0,-66.0,-62.0,-74.0
-12.0,-39.0,-89.0,-66.0,4.0,-81.0,-102.0,-1.0,-50.0,-94.0,-59.0,-57.0,5.0,-27.0,-9.0,-19.0,-67.0,-87.0,-76.0,-50.0,-55.0,103.0,-12.0,48.0,-43.0
90.0,-14.0,-8.0,-125.0,75.0,24.0,-63.0,20.0,-24.0,183.0,-175.0,170.0,-67.0,-57.0,62.0,-64.0,188.0,75.0,213.0,-89.0,-192.0,-100.0,-45.0,-28.0,173.0
-17.0,-4.0,54.0,29.0,34.0,80.0,43.0,51.0,94.0,-20.0,50.0,-5.0,41.0,91.0,-59.0,43.0,-24.0,17.0,-3.0,-16.0,-26.0,49.0,3.0,74.0,-23.0
93.0,-53.0,43.0,-27.0,63.0,-4.0,94.0,27.0,2.0,104.0,-55.0,150.0,63.0,-13.0,101.0,78.0,76.0,74.0,140.0,24.0,-2.0,4.0,-40.0,18.0,61.0
-82.0,-31.0,-137.0,-81.0,-56.0,-90.0,-76.0,-52.0,-104.0,-136.0,-91.0,-121.0,-51.0,-102.0,-108.0,-70.0,-105.0,-107.0,-27.0,-14.0,-95.0,-77.0,-79.0,-148.0,-114.0
-33.0,32.0,-17.0,-2.0,11.0,-11.0,-26.0,-17.0,-31.0,-36.0,-7.0,-20.0,-9.0,-39.0,-3.0,-14.0,-45.0,1.0,-53.0,7.0,-1.0,27.0,16.0,12.0,-61.0
-211.0,20.0,-258.0,181.0,-71.0,186.0,133.0,231.0,213.0,-221.0,286.0,114.0,292.0,59.0,257.0,271.0,-128.0,-57.0,113.0,6.0,-194.0,-252.0,94.0,-37.0,-32.0
-136.0,51.0,28.0,-23.0,-181.0,102.0,31.0,-10.0,51.0,46.0,5.0,8.0,-36.0,82.0,143.0,-67.0,-45.0,-4.0,14.0,15.0,50.0,-52.0,-7.0,40.0,0.0
-40.0,3.0,-25.0,-19.0,11.0,-15.0,-57.0,-31.0,5.0,-43.0,9.0,-1.0,-36.0,13.0,-16.0,-42.0,-51.0,-14.0,-13.0,-11.0,-2.0,28.0,0.0,5.0,-36.0
-40.0,70.0,14.0,132.0,-87.0,-29.0,-25.0,-2.0,-14.0,-38.0,132.0,-24.0,-11.0,-11.0,-24.0,-15.0,-37.0,-31.0,-6.0,-23.0,-1.0,-11.0,89.0,35.0,-28.0
40.0,68.0,-18.0,40.0,42.0,-18.0,30.0,108.0,-22.0,-22.0,17.0,58.0,20.0,-31.0,28.0,3.0,2.0,-14.0,-16.0,18.0,6.0,70.0,72.0,-32.0,-12.0
21.0,37.0,-17.0,15.0,3.0,-51.0,-44.0,-22.0,-17.0,6.0,3.0,15.0,-50.0,-13.0,-40.0,-47.0,7.0,18.0,10.0,-34.0,-21.0,-2.0,27.0,-38.0,17.0
-1.0,10.0,7.0,6.0,27.0,-19.0,-57.0,30.0,-7.0,-67.0,-17.0,-27.0,-33.0,0.0,34.0,-36.0,-51.0,71.0,-25.0,13.0,4.0,12.0,10.0,23.0,-45.0
17.0,27.0,61.0,-51.0,95.0,37.0,57.0,151.0,-9.0,20.0,-27.0,22.0,41.0,-27.0,23.0,44.0,19.0,95.0,-23.0,28.0,12.0,47.0,16.0,33.0,9.0
10.0,54.0,34.0,61.0,-14.0,11.0,36.0,1.0,33.0,68.0,40.0,14.0,58.0,35.0,-7.0,54.0,75.0,15.0,29.0,15.0,10.0,38.0,51.0,53.0,58.0
-56.0,57.0,51.0,-18.0,22.0,58.0,50.0,5.0,33.0,30.0,-64.0,75.0,-11.0,23.0,6.0,23.0,39.0,86.0,-8.0,-19.0,-14.0,-159.0,51.0,-27.0,58.0
